"respondent_id","timestamp","time_to_complete","q_email","q_age","q_gender","q_gender_text","q_education","q1_satisfaction","q2_satisfaction","q3_satisfaction","q4_satisfaction","q5_satisfaction","q6_trust","q7_trust","q8_trust","q9_trust","q10_trust","q11_multiselect_salomon","q11_multiselect_topo","q11_multiselect_saucony","q11_multiselect_brooks","q11_multiselect_asics","q11_multiselect_hoka","q11_multiselect_a_different_brand_not_listed_here","q12_likert","q13_attention","q14_text","q15_miles_per_week"
167,2026-01-03 13:08:29.345356,7.5,"user167@example.com",68,"Female",NA,"Master's degree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Agree","Neither Agree Nor Disagree","Agree",NA,"Topo","Saucony",NA,NA,NA,"A different brand, not listed here","Strongly Disagree","Yes, I'm paying attention","qwerty uiop 789!",NA
168,2026-01-12 08:12:02.08227,8.2,"user168@example.com",52,"Female",NA,"High school diploma","Agree","Neither Agree Nor Disagree","Agree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Disagree",NA,NA,NA,"Brooks","Asics",NA,"A different brand, not listed here","Neither Agree Nor Disagree","Yes, I'm paying attention","I learned a lot from this",37
169,2026-01-24 12:57:05.339893,8.8,"user169@example.com",71,NA,NA,"Less than high school","Neither Agree Nor Disagree","Agree","Agree","Neither Agree Nor Disagree","Agree","Agree","Agree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Salomon",NA,NA,"Brooks","Asics",NA,NA,"Disagree","Yes, I'm paying attention","Could use some improvement!",NA
16,2026-01-04 14:33:49.204409,9.1,"user16@example.com",47,"Female",NA,"Less than high school","Agree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree",NA,NA,NA,NA,NA,"Hoka",NA,"Neither Agree Nor Disagree","Yes, I'm paying attention","zzzz aaa bbb.",27
170,2026-01-20 03:36:12.49354,7.4,"user170@example.com",74,"Female",NA,"Bachelor's degree","Neither Agree Nor Disagree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Neither Agree Nor Disagree","Disagree","Neither Agree Nor Disagree","Strongly Disagree","Disagree",NA,"Topo",NA,"Brooks",NA,NA,NA,"Neither Agree Nor Disagree","Yes, I'm paying attention","Well organized and clear",26
171,2026-01-24 12:00:54.274291,9.2,"user171@example.com",29,"Female",NA,"Bachelor's degree","Neither Agree Nor Disagree","Agree","Agree","Agree","Agree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Agree",NA,"Topo",NA,NA,NA,NA,"A different brand, not listed here","Neither Agree Nor Disagree","Yes, I'm paying attention","Not what I expected.",52
172,2026-01-20 16:57:36.602072,7.1,"user172@example.com",45,"Male",NA,"Bachelor's degree","Neither Agree Nor Disagree","Disagree","Neither Agree Nor Disagree","Disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
173,2026-01-18 17:57:53.177547,4.4,"user173@example.com",49,"Male",NA,"High school diploma","Neither Agree Nor Disagree","Agree","Agree","Agree","Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Salomon",NA,NA,NA,NA,"Hoka","A different brand, not listed here","Disagree","Yes, I'm paying attention","Well organized and clear!",28
174,2026-01-29 08:57:57.501201,7.1,"user174@example.com",50,"Male",NA,"Some college","Agree","Agree","Agree","Agree","Agree","Neither Agree Nor Disagree","Disagree","Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree",NA,NA,NA,NA,NA,NA,NA,"Disagree","Yes, I'm paying attention","It was confusing at times!",43
175,2026-01-10 06:32:08.141375,6.3,"user175@example.com",22,"Female",NA,"High school diploma","Disagree","Strongly Disagree","Disagree","Strongly Disagree","Strongly Disagree","Agree","Agree","Agree","Agree","Agree","Salomon",NA,NA,NA,"Asics",NA,NA,"Strongly Disagree","Yes, I'm paying attention","I learned a lot from this!",42
176,2026-01-03 23:20:07.078714,5.6,"user176@example.com",54,"Female",NA,"Less than high school","Strongly Disagree","Strongly Disagree","Disagree","Strongly Disagree","Strongly Disagree","Disagree","Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree",NA,NA,"Saucony",NA,NA,NA,NA,"Strongly Disagree","Yes, I'm paying attention","No strong opinion",NA
177,2026-01-03 11:08:27.917911,4.6,"user177@example.com",24,"Female",NA,"Some college","Agree","Agree","Agree","Agree","Agree","Agree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Agree","Agree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
178,2026-01-29 22:35:50.493928,6.8,"user178@example.com",73,"Male",NA,"Master's degree","Agree","Strongly Agree","Strongly Agree","Agree","Agree","Agree","Neither Agree Nor Disagree","Agree","Agree","Agree",NA,"Topo",NA,"Brooks",NA,NA,NA,"Disagree","Yes, I'm paying attention","Not what I expected",43
179,2026-01-16 22:03:25.260021,8.7,"user179@example.com",30,"Male",NA,"Master's degree","Disagree","Disagree","Strongly Disagree","Strongly Disagree","Disagree","Strongly Disagree","Disagree","Disagree","Disagree","Strongly Disagree","Salomon","Topo",NA,NA,NA,NA,"A different brand, not listed here","Strongly Disagree","Yes, I'm paying attention","No strong opinion.",30
180,2026-01-25 14:08:09.288682,4.9,"user180@example.com",31,"Male",NA,"Some college","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Disagree","Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Disagree","Disagree","Neither Agree Nor Disagree",NA,"Topo","Saucony",NA,NA,"Hoka",NA,"Neither Agree Nor Disagree","Yes, I'm paying attention","It was confusing at times.",24
181,2026-01-19 18:10:47.784369,8.7,"user181@example.com",59,"Male",NA,"High school diploma","Disagree","Disagree","Disagree","Neither Agree Nor Disagree","Disagree","Neither Agree Nor Disagree","Agree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Agree",NA,NA,NA,NA,NA,NA,NA,"Strongly Disagree","Yes, I'm paying attention","I learned a lot from this",24
182,2026-01-25 21:59:11.342991,6.9,"user182@example.com",45,"Female",NA,"Bachelor's degree","Neither Agree Nor Disagree","Disagree","Disagree","Neither Agree Nor Disagree","Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree",NA,NA,NA,NA,"Asics",NA,NA,NA,"Yes, I'm paying attention","I really liked this experience",28
183,2026-01-11 03:15:17.434445,5.9,"user183@example.com",30,"Female",NA,"High school diploma","Disagree","Disagree","Agree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Agree","Neither Agree Nor Disagree","Agree","Agree","Neither Agree Nor Disagree",NA,NA,NA,NA,"Asics",NA,NA,"Disagree","Yes, I'm paying attention","Not what I expected",39
184,2026-01-04 13:23:19.727048,7.7,"user184@example.com",62,"Female",NA,"High school diploma","Agree","Neither Agree Nor Disagree","Agree","Agree","Agree","Neither Agree Nor Disagree","Strongly Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Disagree",NA,NA,NA,"Brooks",NA,NA,NA,"Disagree","Yes, I'm paying attention","I learned a lot from this.",35
185,2026-01-21 00:56:27.214491,8,"user185@example.com",55,"Female",NA,"Bachelor's degree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Agree","Neither Agree Nor Disagree","Agree",NA,NA,NA,NA,NA,NA,NA,"Neither Agree Nor Disagree","Yes, I'm paying attention","No strong opinion.",31
186,2026-01-05 17:43:07.236627,5.6,"user186@example.com",70,"Female",NA,"Some college","Neither Agree Nor Disagree","Disagree","Disagree","Neither Agree Nor Disagree","Disagree","Strongly Disagree","Disagree","Disagree","Strongly Disagree","Strongly Disagree",NA,"Topo",NA,NA,NA,NA,NA,"Disagree",NA,"No strong opinion!",39
187,2026-01-29 06:54:50.176152,7.9,"user187@example.com",75,"Female",NA,"Bachelor's degree","Neither Agree Nor Disagree","Agree","Neither Agree Nor Disagree","Agree","Neither Agree Nor Disagree","Agree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Agree","Strongly Agree",NA,"Topo",NA,NA,NA,NA,"A different brand, not listed here","Disagree","Yes, I'm paying attention","It was confusing at times.",38
188,2026-01-15 08:24:30.550992,10.1,"user188@example.com",31,"Male",NA,"Bachelor's degree","Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Disagree","Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree",NA,NA,"Saucony",NA,"Asics","Hoka",NA,"Neither Agree Nor Disagree","Yes, I'm paying attention","No strong opinion",32
189,2026-01-04 01:44:21.436721,7.4,"user189@example.com",50,"Female",NA,"High school diploma","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Neither Agree Nor Disagree","Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree",NA,NA,NA,"Brooks",NA,"Hoka",NA,"Disagree","Yes, I'm paying attention","Well organized and clear!",27
18,2026-01-17 20:52:43.681016,6.9,"user18@example.com",65,"Male",NA,"High school diploma","Neither Agree Nor Disagree","Agree","Agree","Disagree","Disagree","Agree","Strongly Agree","Strongly Agree","Agree","Agree",NA,NA,NA,"Brooks","Asics","Hoka",NA,"Disagree","Yes, I'm paying attention","Could use some improvement",26
190,2026-01-09 16:32:04.494429,3.2,"user190@example.com",49,"Female",NA,"High school diploma","Agree","Agree","Agree","Agree","Neither Agree Nor Disagree","Disagree","Strongly Disagree","Neither Agree Nor Disagree","Disagree","Neither Agree Nor Disagree",NA,"Topo","Saucony",NA,NA,NA,NA,"Disagree","Yes, I'm paying attention","I really liked this experience!",30
191,2026-01-21 09:17:26.595201,8.8,"user191@example.com",46,"Female",NA,"Bachelor's degree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Agree","Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree",NA,NA,NA,NA,NA,"Hoka",NA,"Neither Agree Nor Disagree","Yes, I'm paying attention","I learned a lot from this.",31
192,2026-01-16 20:53:15.394503,6.8,"user192@example.com",67,"Female",NA,"High school diploma","Neither Agree Nor Disagree","Agree","Agree","Agree","Agree","Agree","Neither Agree Nor Disagree","Agree","Strongly Agree","Neither Agree Nor Disagree",NA,NA,NA,NA,NA,NA,NA,"Disagree","Yes, I'm paying attention","Not what I expected.",21
193,2026-01-19 08:48:25.237155,4.9,"user193@example.com",48,"Male",NA,"High school diploma","Agree","Strongly Agree","Neither Agree Nor Disagree","Agree","Agree","Disagree","Neither Agree Nor Disagree","Disagree","Neither Agree Nor Disagree","Disagree","Salomon",NA,NA,"Brooks",NA,"Hoka",NA,"Disagree","Yes, I'm paying attention","I really liked this experience.",36
194,2026-01-06 15:52:28.036348,1.3,"user194@example.com",74,"Male",NA,"Some college","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Salomon","Topo",NA,NA,"Asics",NA,NA,"Neither Agree Nor Disagree","Yes, I'm paying attention","Well organized and clear!",19
195,2026-01-28 00:29:23.298295,8.7,"user195@example.com",44,"Female",NA,"Bachelor's degree","Disagree","Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree",NA,NA,NA,NA,NA,"Hoka",NA,"Agree","Yes, I'm paying attention","No strong opinion!",32
197,2026-01-23 00:18:05.702493,4.5,"user197@example.com",34,"Male",NA,"Master's degree","Agree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree",NA,NA,NA,NA,"Asics",NA,NA,"Strongly Disagree","Yes, I'm paying attention","I really liked this experience",52
198,2026-01-18 21:53:14.105782,7.6,"user198@example.com",21,NA,NA,"Bachelor's degree","Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Agree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Agree",NA,NA,NA,NA,NA,NA,NA,"Agree","Yes, I'm paying attention","Could use some improvement",42
199,2026-01-31 04:10:02.22371,8.1,"user199@example.com",74,"Male",NA,"Some college","Agree","Agree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Agree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Strongly Agree",NA,NA,NA,NA,NA,NA,NA,"Disagree","Yes, I'm paying attention","It was confusing at times",25
19,2026-01-31 05:50:05.051138,6.4,"user19@example.com",22,"Female",NA,"Master's degree","Agree","Strongly Agree","Agree","Strongly Agree","Agree","Neither Agree Nor Disagree","Agree","Neither Agree Nor Disagree","Disagree","Disagree",NA,NA,NA,NA,"Asics",NA,"A different brand, not listed here","Strongly Disagree","Yes, I'm paying attention","It was confusing at times.",39
1,2026-01-28 07:42:30.078282,9.5,"user1@example.com",55,"Male",NA,"Less than high school","Agree","Strongly Agree","Strongly Agree","Agree","Agree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Agree","Agree","Salomon",NA,NA,NA,"Asics",NA,NA,"Disagree","Yes, I'm paying attention","I learned a lot from this.",44
200,2026-01-09 12:15:15.851392,7.8,"user200@example.com",36,"Female",NA,"Master's degree","Agree","Strongly Agree","Agree","Strongly Agree","Agree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Disagree","Neither Agree Nor Disagree","Disagree","Salomon","Topo",NA,NA,NA,NA,NA,NA,"Yes, I'm paying attention","I learned a lot from this",34
201,2026-01-31 00:29:09.409052,6.9,"user201@example.com",47,"Male",NA,"High school diploma","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Agree","Agree","Neither Agree Nor Disagree","Agree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree",NA,NA,NA,NA,NA,NA,NA,"Strongly Disagree","Yes, I'm paying attention","Could use some improvement.",NA
202,2026-01-25 04:53:56.985641,7.3,"user202@example.com",56,"Female",NA,"Master's degree","Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Salomon",NA,NA,NA,"Asics","Hoka",NA,"Disagree","Yes, I'm paying attention","Could use some improvement",33
203,2026-01-10 14:41:31.603108,8.8,"user203@example.com",47,"Male",NA,"High school diploma","Agree","Neither Agree Nor Disagree","Agree","Agree","Agree","Agree","Strongly Agree","Agree","Agree","Agree",NA,NA,NA,NA,NA,NA,NA,"Disagree","Yes, I'm paying attention","I really liked this experience.",46
204,2026-01-22 14:59:33.168515,9.2,"user204@example.com",60,"Female",NA,"High school diploma","Neither Agree Nor Disagree","Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Agree","Agree","Agree","Agree","Agree",NA,NA,NA,NA,NA,NA,NA,"Disagree","Yes, I'm paying attention","Well organized and clear.",47
205,2026-01-31 17:50:06.684644,7,"user205@example.com",38,"Male",NA,"Some college","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Disagree","Neither Agree Nor Disagree",NA,NA,NA,NA,NA,NA,NA,"Strongly Disagree","Yes, I'm paying attention","asdf qwer zxcv",46
206,2026-01-30 01:24:06.011891,7.9,"user206@example.com",68,"Male",NA,"Bachelor's degree","Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
207,2026-01-05 10:43:44.966953,2.1,"user207@example.com",38,"Male",NA,"Bachelor's degree","Disagree","Disagree","Disagree","Disagree","Disagree","Agree","Agree","Agree","Neither Agree Nor Disagree","Agree",NA,"Topo",NA,NA,NA,NA,NA,"Strongly Disagree","Yes, I'm paying attention","lorem ipsum 123",32
208,2026-01-13 23:48:24.896702,6.3,"user208@example.com",22,"Female",NA,"Less than high school","Disagree","Strongly Disagree","Disagree","Disagree","Strongly Disagree","Disagree","Neither Agree Nor Disagree","Disagree","Disagree","Agree","Salomon","Topo",NA,NA,NA,"Hoka",NA,"Strongly Disagree","Yes, I'm paying attention","Well organized and clear",47
209,2026-01-03 11:01:09.351189,8.2,"user209@example.com",39,"Male",NA,"High school diploma","Strongly Disagree","Strongly Disagree","Disagree","Strongly Disagree","Strongly Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Agree",NA,NA,NA,NA,NA,"Hoka","A different brand, not listed here","Strongly Disagree","Yes, I'm paying attention","Well organized and clear.",36
20,2026-01-17 13:35:57.523823,9.2,"user20@example.com",62,"Female",NA,"Bachelor's degree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Disagree","Disagree","Neither Agree Nor Disagree","Agree","Agree","Agree","Agree","Neither Agree Nor Disagree",NA,NA,NA,NA,"Asics",NA,NA,"Disagree","Yes, I'm paying attention","No strong opinion.",36
210,2026-01-18 04:15:44.67323,7,"user210@example.com",55,"Female",NA,"Some college","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Disagree","Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Agree","Neither Agree Nor Disagree","Neither Agree Nor Disagree",NA,"Topo",NA,"Brooks",NA,NA,NA,"Strongly Disagree",NA,NA,NA
211,2026-01-29 08:54:50.297026,5.9,"user211@example.com",25,"Female",NA,"Less than high school","Disagree","Disagree","Neither Agree Nor Disagree","Disagree","Disagree","Neither Agree Nor Disagree","Agree","Agree","Agree","Agree",NA,NA,NA,NA,"Asics",NA,NA,"Neither Agree Nor Disagree","Yes, I'm paying attention","Not what I expected!",45
212,2026-01-16 14:12:24.500816,5.4,"user212@example.com",25,"Male",NA,"Master's degree","Neither Agree Nor Disagree","Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Disagree","Disagree","Disagree","Neither Agree Nor Disagree","Agree",NA,NA,NA,NA,NA,"Hoka","A different brand, not listed here","Agree","Yes, I'm paying attention","I really liked this experience",37
213,2026-01-18 23:39:08.692316,8.2,"user213@example.com",23,"Male",NA,"Master's degree","Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Disagree","Neither Agree Nor Disagree","Salomon","Topo","Saucony",NA,NA,NA,NA,"Disagree","Yes, I'm paying attention","It was confusing at times.",21
214,2026-01-11 01:45:47.256573,9.1,"user214@example.com",70,"Male",NA,"Bachelor's degree","Neither Agree Nor Disagree","Strongly Agree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Disagree","Disagree","Disagree","Disagree","Disagree",NA,NA,NA,NA,NA,NA,NA,"Strongly Disagree","Yes, I'm paying attention","Could use some improvement!",45
215,2026-01-16 12:12:48.542757,6.2,"user215@example.com",44,"Female",NA,"High school diploma","Neither Agree Nor Disagree","Agree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree",NA,NA,NA,NA,"Asics",NA,NA,"Disagree","Yes, I'm paying attention","Not what I expected",46
216,2026-01-07 03:55:56.012729,7.2,"user216@example.com",26,NA,NA,"Bachelor's degree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Disagree","Neither Agree Nor Disagree","Salomon",NA,NA,NA,NA,"Hoka","A different brand, not listed here","Disagree","Yes, I'm paying attention","Could use some improvement",25
217,2026-01-03 16:23:35.823803,8.1,"user217@example.com",24,"Male",NA,"Bachelor's degree","Neither Agree Nor Disagree","Strongly Disagree","Strongly Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Disagree","Disagree","Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree",NA,NA,"Saucony",NA,NA,NA,"A different brand, not listed here","Strongly Disagree","Yes, I'm paying attention","Could use some improvement.",51
218,2026-01-31 02:15:33.280883,7.3,"user218@example.com",75,"Male",NA,"Bachelor's degree","Agree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Agree","Neither Agree Nor Disagree","Agree","Agree","Agree",NA,NA,NA,NA,NA,NA,NA,"Disagree","Yes, I'm paying attention","Not what I expected!",38
219,2026-01-13 04:38:41.721082,5.7,"user219@example.com",24,"Female",NA,"Bachelor's degree","Neither Agree Nor Disagree","Agree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Disagree","Agree","Agree","Agree","Strongly Agree","Agree",NA,NA,NA,NA,NA,NA,NA,"Strongly Disagree","Yes, I'm paying attention","Well organized and clear",40
21,2026-01-29 11:55:37.709523,6.4,"user21@example.com",32,"Male",NA,"Prefer not to say","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Agree",NA,NA,NA,NA,NA,"Hoka","A different brand, not listed here","Strongly Disagree","Yes, I'm paying attention","Well organized and clear",450
220,2026-01-22 18:51:35.062827,8.1,"user220@example.com",18,"Female",NA,"High school diploma","Neither Agree Nor Disagree","Agree","Agree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Disagree","Disagree","Neither Agree Nor Disagree","Disagree","Disagree",NA,"Topo",NA,NA,"Asics",NA,NA,"Disagree","Yes, I'm paying attention","No strong opinion",31
221,2026-01-18 10:26:27.862178,5.1,"user221@example.com",30,"Male",NA,"Bachelor's degree","Neither Agree Nor Disagree","Disagree","Disagree","Disagree","Neither Agree Nor Disagree","Agree","Neither Agree Nor Disagree","Agree","Neither Agree Nor Disagree","Neither Agree Nor Disagree",NA,NA,NA,NA,NA,NA,NA,"Disagree","Just clicking this button","Well organized and clear",29
222,2026-01-18 12:25:45.74007,6,"user222@example.com",62,"Female",NA,"High school diploma","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Disagree","Disagree","Neither Agree Nor Disagree",NA,NA,NA,NA,NA,NA,NA,"Disagree","Yes, I'm paying attention","No strong opinion!",28
223,2026-01-06 02:48:05.863734,7,"user223@example.com",61,"Male",NA,"Some college","Agree","Agree","Strongly Agree","Agree","Strongly Agree","Disagree","Strongly Disagree","Strongly Disagree","Disagree","Disagree",NA,NA,NA,NA,NA,NA,NA,"Neither Agree Nor Disagree","Yes, I'm paying attention","I really liked this experience.",37
224,2026-01-30 12:08:09.237412,7.5,"user224@example.com",68,"Male",NA,"Less than high school","Agree","Agree","Agree","Strongly Agree","Strongly Agree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Disagree","Neither Agree Nor Disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
225,2026-01-13 15:40:18.33075,8.8,"user225@example.com",20,"Male",NA,"High school diploma","Disagree","Disagree","Disagree","Disagree","Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Disagree","Salomon",NA,"Saucony",NA,"Asics",NA,NA,NA,NA,NA,NA
226,2026-01-18 21:06:58.315165,9.1,"user226@example.com",46,"Female",NA,"Some college","Agree","Neither Agree Nor Disagree","Agree","Agree","Agree","Neither Agree Nor Disagree","Agree","Neither Agree Nor Disagree","Agree","Neither Agree Nor Disagree","Salomon",NA,"Saucony",NA,NA,NA,"A different brand, not listed here","Disagree","Just clicking this button","I really liked this experience.",30
227,2026-01-31 14:13:39.327206,2.8,"user227@example.com",22,"Female",NA,"Master's degree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Disagree","Neither Agree Nor Disagree","Agree","Disagree","Disagree","Disagree","Neither Agree Nor Disagree","Disagree",NA,NA,"Saucony","Brooks","Asics",NA,NA,"Disagree","Yes, I'm paying attention","No strong opinion.",37
228,2026-01-14 05:56:16.314101,6.9,"user228@example.com",47,"Male",NA,"High school diploma","Neither Agree Nor Disagree","Disagree","Neither Agree Nor Disagree","Disagree","Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Agree","Agree","Neither Agree Nor Disagree",NA,NA,NA,NA,NA,NA,NA,"Disagree","Yes, I'm paying attention","Not what I expected",42
229,2026-01-27 10:56:35.514534,7.6,"user229@example.com",43,"Female",NA,"Bachelor's degree","Neither Agree Nor Disagree","Disagree","Disagree","Disagree","Neither Agree Nor Disagree","Strongly Agree","Agree","Agree","Agree","Strongly Agree",NA,"Topo",NA,NA,NA,NA,NA,"Disagree","Yes, I'm paying attention","No strong opinion.",41
22,2026-01-16 09:05:11.095067,6.4,"user22@example.com",52,"Male",NA,"Master's degree","Disagree","Neither Agree Nor Disagree","Disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
230,2026-01-22 22:01:19.423528,5.8,"user230@example.com",49,"Female",NA,"High school diploma","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Disagree","Neither Agree Nor Disagree","Disagree","Disagree","Strongly Disagree","Disagree","Strongly Disagree","Salomon",NA,"Saucony",NA,"Asics",NA,NA,"Strongly Disagree","Yes, I'm paying attention","Well organized and clear!",20
231,2026-01-19 22:07:54.764534,9.7,"user231@example.com",47,"Male",NA,"Bachelor's degree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree","Neither Agree Nor Disagree",NA,NA,NA,NA,NA,NA,NA,"Strongly Disagree","Yes, I'm paying attention","Not what I expected!",NA
368,2026-01-15 03:41:13.541193,7.8,"user232@example.com",60,"Female",NA,"Doctorate degree","Disagree","Disagree","Disagree","Strongly Disagree","Disagree","Agree","Agree","Agree","Agree","Agree",NA,NA,NA,NA,NA,NA,NA,"Disagree","Yes, I'm paying attention","I learned a lot from this.",35
233,2026-01-10 23:45:22.733297,3.1,"user233@example.com",72,"Female",NA,"High school diploma","Disagree","Disagree","Neither Agree Nor Disagree","Disagree","Disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
